query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0119000_elongation_factor_G	req	False	False	1009094	1011191	AEYA_000944|_|GCA_035988225.1_ASM3598822v1.gbk	GCA_035988225.1_ASM3598822v1.gbk|-|CP108491.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3554002	3556132	AEYA_003127|_|GCA_035988225.1_ASM3598822v1.gbk	GCA_035988225.1_ASM3598822v1.gbk|-|CP108491.1	43
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3556170	3556641	AEYA_003128|_|GCA_035988225.1_ASM3598822v1.gbk	GCA_035988225.1_ASM3598822v1.gbk|-|CP108491.1	43
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3556643	3557015	AEYA_003129|_|GCA_035988225.1_ASM3598822v1.gbk	GCA_035988225.1_ASM3598822v1.gbk|-|CP108491.1	43
IO40_RS0119000_elongation_factor_G	req	False	False	129655	131782	AAVW_002242|_|GCA_001514305.1_ASM151430v1.gbk	GCA_001514305.1_ASM151430v1.gbk|-|KQ949079.1	44
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	131821	132292	AAVW_002243|_|GCA_001514305.1_ASM151430v1.gbk	GCA_001514305.1_ASM151430v1.gbk|-|KQ949079.1	44
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	132294	132666	AAVW_002244|_|GCA_001514305.1_ASM151430v1.gbk	GCA_001514305.1_ASM151430v1.gbk|-|KQ949079.1	44
IO40_RS0119000_elongation_factor_G	req	False	False	75991	78118	AAYF_002580|_|GCA_001746365.1_ASM174636v1.gbk	GCA_001746365.1_ASM174636v1.gbk|-|MJAJ01000022.1	45
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	78157	78628	AAYF_002581|_|GCA_001746365.1_ASM174636v1.gbk	GCA_001746365.1_ASM174636v1.gbk|-|MJAJ01000022.1	45
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	78631	79003	AAYF_002582|_|GCA_001746365.1_ASM174636v1.gbk	GCA_001746365.1_ASM174636v1.gbk|-|MJAJ01000022.1	45
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	6302	6674	ABQR_004267|_|GCA_004195935.1_ASM419593v1.gbk	GCA_004195935.1_ASM419593v1.gbk|-|PKNX01000031.1	46
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6676	7147	ABQR_004268|_|GCA_004195935.1_ASM419593v1.gbk	GCA_004195935.1_ASM419593v1.gbk|-|PKNX01000031.1	46
IO40_RS0119000_elongation_factor_G	req	False	False	7186	9313	ABQR_004269|_|GCA_004195935.1_ASM419593v1.gbk	GCA_004195935.1_ASM419593v1.gbk|-|PKNX01000031.1	46
IO40_RS0119000_elongation_factor_G	req	False	False	307454	309581	ADXI_003097|_|GCA_026340665.1_ASM2634066v1.gbk	GCA_026340665.1_ASM2634066v1.gbk|-|JAPEOY010000001.1	47
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	309620	310091	ADXI_003098|_|GCA_026340665.1_ASM2634066v1.gbk	GCA_026340665.1_ASM2634066v1.gbk|-|JAPEOY010000001.1	47
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	310094	310466	ADXI_003099|_|GCA_026340665.1_ASM2634066v1.gbk	GCA_026340665.1_ASM2634066v1.gbk|-|JAPEOY010000001.1	47
IO40_RS0119000_elongation_factor_G	req	False	False	21199	23326	AGHQ_005774|_|GCA_040606265.1_ASM4060626v1.gbk	GCA_040606265.1_ASM4060626v1.gbk|-|JBEXEO010000047.1	48
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	23365	23836	AGHQ_005775|_|GCA_040606265.1_ASM4060626v1.gbk	GCA_040606265.1_ASM4060626v1.gbk|-|JBEXEO010000047.1	48
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	23838	24210	AGHQ_005776|_|GCA_040606265.1_ASM4060626v1.gbk	GCA_040606265.1_ASM4060626v1.gbk|-|JBEXEO010000047.1	48
IO40_RS0119000_elongation_factor_G	req	False	False	4647	6777	ACFH_005499|_|GCA_010550375.1_ASM1055037v1.gbk	GCA_010550375.1_ASM1055037v1.gbk|-|JAAGMX010000164.1	49
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6814	7285	ACFH_005500|_|GCA_010550375.1_ASM1055037v1.gbk	GCA_010550375.1_ASM1055037v1.gbk|-|JAAGMX010000164.1	49
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	7287	7659	ACFH_005501|_|GCA_010550375.1_ASM1055037v1.gbk	GCA_010550375.1_ASM1055037v1.gbk|-|JAAGMX010000164.1	49
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5224311	5224683	AEAI_004767|_|GCA_026343715.1_ASM2634371v1.gbk	GCA_026343715.1_ASM2634371v1.gbk|-|JAPELN010000001.1	50
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5224686	5225157	AEAI_004768|_|GCA_026343715.1_ASM2634371v1.gbk	GCA_026343715.1_ASM2634371v1.gbk|-|JAPELN010000001.1	50
IO40_RS0119000_elongation_factor_G	req	False	False	5225196	5227323	AEAI_004769|_|GCA_026343715.1_ASM2634371v1.gbk	GCA_026343715.1_ASM2634371v1.gbk|-|JAPELN010000001.1	50
IO40_RS0119000_elongation_factor_G	req	False	False	7228445	7230506	AEAI_006545|_|GCA_026343715.1_ASM2634371v1.gbk	GCA_026343715.1_ASM2634371v1.gbk|-|JAPELN010000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	55216	57343	AGDR_001252|_|GCA_040302985.1_ASM4030298v1.gbk	GCA_040302985.1_ASM4030298v1.gbk|-|JBEOSL010000011.1	51
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	57382	57853	AGDR_001253|_|GCA_040302985.1_ASM4030298v1.gbk	GCA_040302985.1_ASM4030298v1.gbk|-|JBEOSL010000011.1	51
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	57855	58227	AGDR_001254|_|GCA_040302985.1_ASM4030298v1.gbk	GCA_040302985.1_ASM4030298v1.gbk|-|JBEOSL010000011.1	51
IO40_RS0119000_elongation_factor_G	req	False	False	29533	31660	AGCI_008767|_|GCA_040301745.1_ASM4030174v1.gbk	GCA_040301745.1_ASM4030174v1.gbk|-|JBEPFB010000036.1	52
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31699	32170	AGCI_008768|_|GCA_040301745.1_ASM4030174v1.gbk	GCA_040301745.1_ASM4030174v1.gbk|-|JBEPFB010000036.1	52
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	32172	32544	AGCI_008769|_|GCA_040301745.1_ASM4030174v1.gbk	GCA_040301745.1_ASM4030174v1.gbk|-|JBEPFB010000036.1	52
IO40_RS0119000_elongation_factor_G	req	False	False	24855	26982	AIHQ_007750|_|GCA_040679375.1_ASM4067937v1.gbk	GCA_040679375.1_ASM4067937v1.gbk|-|JBFAUO010000025.1	53
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	27021	27492	AIHQ_007751|_|GCA_040679375.1_ASM4067937v1.gbk	GCA_040679375.1_ASM4067937v1.gbk|-|JBFAUO010000025.1	53
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	27494	27866	AIHQ_007752|_|GCA_040679375.1_ASM4067937v1.gbk	GCA_040679375.1_ASM4067937v1.gbk|-|JBFAUO010000025.1	53
IO40_RS0119000_elongation_factor_G	req	False	False	1462976	1465025	AFNF_001341|_|GCA_037413555.1_ASM3741355v1.gbk	GCA_037413555.1_ASM3741355v1.gbk|-|CP147865.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3289196	3291323	AFNF_002961|_|GCA_037413555.1_ASM3741355v1.gbk	GCA_037413555.1_ASM3741355v1.gbk|-|CP147865.1	54
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3291362	3291833	AFNF_002962|_|GCA_037413555.1_ASM3741355v1.gbk	GCA_037413555.1_ASM3741355v1.gbk|-|CP147865.1	54
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3291835	3292207	AFNF_002963|_|GCA_037413555.1_ASM3741355v1.gbk	GCA_037413555.1_ASM3741355v1.gbk|-|CP147865.1	54
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	89232	89604	AIBQ_000084|_|GCA_040654755.1_ASM4065475v1.gbk	GCA_040654755.1_ASM4065475v1.gbk|-|JBFAIQ010000001.1	55
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	89606	90077	AIBQ_000085|_|GCA_040654755.1_ASM4065475v1.gbk	GCA_040654755.1_ASM4065475v1.gbk|-|JBFAIQ010000001.1	55
IO40_RS0119000_elongation_factor_G	req	False	False	90116	92243	AIBQ_000086|_|GCA_040654755.1_ASM4065475v1.gbk	GCA_040654755.1_ASM4065475v1.gbk|-|JBFAIQ010000001.1	55
IO40_RS0119000_elongation_factor_G	req	False	False	530	2657	AGNE_000291|_|GCA_040610715.1_ASM4061071v1.gbk	GCA_040610715.1_ASM4061071v1.gbk|-|JBEXMU010000002.1	56
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2696	3167	AGNE_000292|_|GCA_040610715.1_ASM4061071v1.gbk	GCA_040610715.1_ASM4061071v1.gbk|-|JBEXMU010000002.1	56
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3169	3541	AGNE_000293|_|GCA_040610715.1_ASM4061071v1.gbk	GCA_040610715.1_ASM4061071v1.gbk|-|JBEXMU010000002.1	56
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	176145	176517	ADNY_001069|_|GCA_022414635.1_ASM2241463v1.gbk	GCA_022414635.1_ASM2241463v1.gbk|-|JADWYP010000005.1	57
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	176519	176990	ADNY_001070|_|GCA_022414635.1_ASM2241463v1.gbk	GCA_022414635.1_ASM2241463v1.gbk|-|JADWYP010000005.1	57
IO40_RS0119000_elongation_factor_G	req	False	False	177029	179156	ADNY_001071|_|GCA_022414635.1_ASM2241463v1.gbk	GCA_022414635.1_ASM2241463v1.gbk|-|JADWYP010000005.1	57
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	74659	75031	ABVZ_004832|_|GCA_007896905.1_ASM789690v1.gbk	GCA_007896905.1_ASM789690v1.gbk|-|VOGX01000054.1	58
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	75033	75504	ABVZ_004833|_|GCA_007896905.1_ASM789690v1.gbk	GCA_007896905.1_ASM789690v1.gbk|-|VOGX01000054.1	58
IO40_RS0119000_elongation_factor_G	req	False	False	75543	77670	ABVZ_004834|_|GCA_007896905.1_ASM789690v1.gbk	GCA_007896905.1_ASM789690v1.gbk|-|VOGX01000054.1	58
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	18484	18856	ABHF_003228|_|GCA_002910855.1_ASM291085v1.gbk	GCA_002910855.1_ASM291085v1.gbk|-|NEUD01000726.1	59
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	18858	19329	ABHF_003229|_|GCA_002910855.1_ASM291085v1.gbk	GCA_002910855.1_ASM291085v1.gbk|-|NEUD01000726.1	59
IO40_RS0119000_elongation_factor_G	req	False	False	19367	21479	ABHF_003230|_|GCA_002910855.1_ASM291085v1.gbk	GCA_002910855.1_ASM291085v1.gbk|-|NEUD01000726.1	59
IO40_RS0119000_elongation_factor_G	req	False	False	759705	761832	AAVP_001728|_|GCA_001514145.1_ASM151414v1.gbk	GCA_001514145.1_ASM151414v1.gbk|-|KQ948657.1	60
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	761871	762342	AAVP_001729|_|GCA_001514145.1_ASM151414v1.gbk	GCA_001514145.1_ASM151414v1.gbk|-|KQ948657.1	60
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	762344	762716	AAVP_001730|_|GCA_001514145.1_ASM151414v1.gbk	GCA_001514145.1_ASM151414v1.gbk|-|KQ948657.1	60
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5074381	5074753	AETZ_004496|_|GCA_034422375.1_ASM3442237v1.gbk	GCA_034422375.1_ASM3442237v1.gbk|-|CP139824.1	61
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5074755	5075226	AETZ_004497|_|GCA_034422375.1_ASM3442237v1.gbk	GCA_034422375.1_ASM3442237v1.gbk|-|CP139824.1	61
IO40_RS0119000_elongation_factor_G	req	False	False	5075265	5077392	AETZ_004498|_|GCA_034422375.1_ASM3442237v1.gbk	GCA_034422375.1_ASM3442237v1.gbk|-|CP139824.1	61
IO40_RS0119000_elongation_factor_G	req	False	False	6960104	6962150	AETZ_006124|_|GCA_034422375.1_ASM3442237v1.gbk	GCA_034422375.1_ASM3442237v1.gbk|-|CP139824.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4724364	4726494	AJBV_004313|_|GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk	GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk|-|FNTK01000001.1	62
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4726533	4727004	AJBV_004314|_|GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk	GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk|-|FNTK01000001.1	62
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4727007	4727379	AJBV_004315|_|GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk	GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk|-|FNTK01000001.1	62
IO40_RS0119000_elongation_factor_G	req	False	False	8984576	8986634	AJBV_008092|_|GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk	GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly.gbk|-|FNTK01000001.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	14242	14614	AGGT_003144|_|GCA_040605775.1_ASM4060577v1.gbk	GCA_040605775.1_ASM4060577v1.gbk|-|JBEXNZ010000024.1	63
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	14616	15087	AGGT_003145|_|GCA_040605775.1_ASM4060577v1.gbk	GCA_040605775.1_ASM4060577v1.gbk|-|JBEXNZ010000024.1	63
IO40_RS0119000_elongation_factor_G	req	False	False	15126	17253	AGGT_003146|_|GCA_040605775.1_ASM4060577v1.gbk	GCA_040605775.1_ASM4060577v1.gbk|-|JBEXNZ010000024.1	63
IO40_RS0119000_elongation_factor_G	req	False	False	1239989	1242119	ADFP_002409|_|GCA_019389775.1_ASM1938977v1.gbk	GCA_019389775.1_ASM1938977v1.gbk|-|QKJW01000004.1	64
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1242157	1242628	ADFP_002410|_|GCA_019389775.1_ASM1938977v1.gbk	GCA_019389775.1_ASM1938977v1.gbk|-|QKJW01000004.1	64
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1242630	1243002	ADFP_002411|_|GCA_019389775.1_ASM1938977v1.gbk	GCA_019389775.1_ASM1938977v1.gbk|-|QKJW01000004.1	64
IO40_RS0119000_elongation_factor_G	req	False	False	387079	389209	AGAO_000360|_|GCA_040299745.1_ASM4029974v1.gbk	GCA_040299745.1_ASM4029974v1.gbk|-|JBEPFY010000001.1	65
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	389247	389718	AGAO_000361|_|GCA_040299745.1_ASM4029974v1.gbk	GCA_040299745.1_ASM4029974v1.gbk|-|JBEPFY010000001.1	65
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	389720	390092	AGAO_000362|_|GCA_040299745.1_ASM4029974v1.gbk	GCA_040299745.1_ASM4029974v1.gbk|-|JBEPFY010000001.1	65
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	29607	29979	AFZQ_002723|_|GCA_040299105.1_ASM4029910v1.gbk	GCA_040299105.1_ASM4029910v1.gbk|-|JBEPBL010000024.1	66
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	29981	30452	AFZQ_002724|_|GCA_040299105.1_ASM4029910v1.gbk	GCA_040299105.1_ASM4029910v1.gbk|-|JBEPBL010000024.1	66
IO40_RS0119000_elongation_factor_G	req	False	False	30491	32618	AFZQ_002725|_|GCA_040299105.1_ASM4029910v1.gbk	GCA_040299105.1_ASM4029910v1.gbk|-|JBEPBL010000024.1	66
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	26099	26471	ADSO_005048|_|GCA_024448175.1_ASM2444817v1.gbk	GCA_024448175.1_ASM2444817v1.gbk|-|JAMOLM010000053.1	67
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26473	26944	ADSO_005049|_|GCA_024448175.1_ASM2444817v1.gbk	GCA_024448175.1_ASM2444817v1.gbk|-|JAMOLM010000053.1	67
IO40_RS0119000_elongation_factor_G	req	False	False	26983	29110	ADSO_005050|_|GCA_024448175.1_ASM2444817v1.gbk	GCA_024448175.1_ASM2444817v1.gbk|-|JAMOLM010000053.1	67
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4298126	4298498	ADPU_003937|_|GCA_023515955.1_ASM2351595v1.gbk	GCA_023515955.1_ASM2351595v1.gbk|-|CP097322.1	68
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4298500	4298971	ADPU_003938|_|GCA_023515955.1_ASM2351595v1.gbk	GCA_023515955.1_ASM2351595v1.gbk|-|CP097322.1	68
IO40_RS0119000_elongation_factor_G	req	False	False	4299010	4301143	ADPU_003939|_|GCA_023515955.1_ASM2351595v1.gbk	GCA_023515955.1_ASM2351595v1.gbk|-|CP097322.1	68
IO40_RS0119000_elongation_factor_G	req	False	False	5819879	5821949	ADPU_005289|_|GCA_023515955.1_ASM2351595v1.gbk	GCA_023515955.1_ASM2351595v1.gbk|-|CP097322.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	92429	94556	AFXO_000344|_|GCA_040297425.1_ASM4029742v1.gbk	GCA_040297425.1_ASM4029742v1.gbk|-|JBEOZF010000002.1	69
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	94595	95066	AFXO_000345|_|GCA_040297425.1_ASM4029742v1.gbk	GCA_040297425.1_ASM4029742v1.gbk|-|JBEOZF010000002.1	69
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	95068	95440	AFXO_000346|_|GCA_040297425.1_ASM4029742v1.gbk	GCA_040297425.1_ASM4029742v1.gbk|-|JBEOZF010000002.1	69
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5087259	5087631	AEKR_004588|_|GCA_031192905.1_ASM3119290v1.gbk	GCA_031192905.1_ASM3119290v1.gbk|-|CP133590.1	70
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5087633	5088104	AEKR_004589|_|GCA_031192905.1_ASM3119290v1.gbk	GCA_031192905.1_ASM3119290v1.gbk|-|CP133590.1	70
IO40_RS0119000_elongation_factor_G	req	False	False	5088143	5090270	AEKR_004590|_|GCA_031192905.1_ASM3119290v1.gbk	GCA_031192905.1_ASM3119290v1.gbk|-|CP133590.1	70
IO40_RS0119000_elongation_factor_G	req	False	False	7302267	7304328	AEKR_006512|_|GCA_031192905.1_ASM3119290v1.gbk	GCA_031192905.1_ASM3119290v1.gbk|-|CP133590.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5442441	5442813	AFFG_004772|_|GCA_036227625.1_ASM3622762v1.gbk	GCA_036227625.1_ASM3622762v1.gbk|-|CP109490.1	71
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5442815	5443286	AFFG_004773|_|GCA_036227625.1_ASM3622762v1.gbk	GCA_036227625.1_ASM3622762v1.gbk|-|CP109490.1	71
IO40_RS0119000_elongation_factor_G	req	False	False	5443324	5445454	AFFG_004774|_|GCA_036227625.1_ASM3622762v1.gbk	GCA_036227625.1_ASM3622762v1.gbk|-|CP109490.1	71
IO40_RS0119000_elongation_factor_G	req	False	False	1431	3558	AIND_006968|_|GCA_040684215.1_ASM4068421v1.gbk	GCA_040684215.1_ASM4068421v1.gbk|-|JBFBFM010000148.1	72
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3597	4068	AIND_006969|_|GCA_040684215.1_ASM4068421v1.gbk	GCA_040684215.1_ASM4068421v1.gbk|-|JBFBFM010000148.1	72
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4070	4442	AIND_006970|_|GCA_040684215.1_ASM4068421v1.gbk	GCA_040684215.1_ASM4068421v1.gbk|-|JBFBFM010000148.1	72
IO40_RS0119000_elongation_factor_G	req	False	False	43839	45972	AHGB_004033|_|GCA_040637365.1_ASM4063736v1.gbk	GCA_040637365.1_ASM4063736v1.gbk|-|JBEZWB010000024.1	73
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	46011	46482	AHGB_004034|_|GCA_040637365.1_ASM4063736v1.gbk	GCA_040637365.1_ASM4063736v1.gbk|-|JBEZWB010000024.1	73
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	46484	46856	AHGB_004035|_|GCA_040637365.1_ASM4063736v1.gbk	GCA_040637365.1_ASM4063736v1.gbk|-|JBEZWB010000024.1	73
IO40_RS0119000_elongation_factor_G	req	False	False	41026	43153	AIKV_006998|_|GCA_040682235.1_ASM4068223v1.gbk	GCA_040682235.1_ASM4068223v1.gbk|-|JBFBAN010000036.1	74
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	43192	43663	AIKV_006999|_|GCA_040682235.1_ASM4068223v1.gbk	GCA_040682235.1_ASM4068223v1.gbk|-|JBFBAN010000036.1	74
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	43665	44037	AIKV_007000|_|GCA_040682235.1_ASM4068223v1.gbk	GCA_040682235.1_ASM4068223v1.gbk|-|JBFBAN010000036.1	74
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	7290	7662	AGHD_006914|_|GCA_040606015.1_ASM4060601v1.gbk	GCA_040606015.1_ASM4060601v1.gbk|-|JBEXDY010000260.1	75
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	7665	8136	AGHD_006915|_|GCA_040606015.1_ASM4060601v1.gbk	GCA_040606015.1_ASM4060601v1.gbk|-|JBEXDY010000260.1	75
IO40_RS0119000_elongation_factor_G	req	False	False	8175	10302	AGHD_006916|_|GCA_040606015.1_ASM4060601v1.gbk	GCA_040606015.1_ASM4060601v1.gbk|-|JBEXDY010000260.1	75
IO40_RS0119000_elongation_factor_G	req	False	False	63796	65926	AICJ_002203|_|GCA_040655575.1_ASM4065557v1.gbk	GCA_040655575.1_ASM4065557v1.gbk|-|JBFAKE010000005.1	76
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	65964	66435	AICJ_002204|_|GCA_040655575.1_ASM4065557v1.gbk	GCA_040655575.1_ASM4065557v1.gbk|-|JBFAKE010000005.1	76
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	66437	66809	AICJ_002205|_|GCA_040655575.1_ASM4065557v1.gbk	GCA_040655575.1_ASM4065557v1.gbk|-|JBFAKE010000005.1	76
IO40_RS0119000_elongation_factor_G	req	False	False	88500	90630	AERV_003680|_|GCA_033794365.1_ASM3379436v1.gbk	GCA_033794365.1_ASM3379436v1.gbk|-|JARAYI010000028.1	77
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	90669	91140	AERV_003681|_|GCA_033794365.1_ASM3379436v1.gbk	GCA_033794365.1_ASM3379436v1.gbk|-|JARAYI010000028.1	77
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	91142	91514	AERV_003682|_|GCA_033794365.1_ASM3379436v1.gbk	GCA_033794365.1_ASM3379436v1.gbk|-|JARAYI010000028.1	77
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	174864	175236	AAOL_007685|_|GCA_000935125.1_SNA_1.0.gbk	GCA_000935125.1_SNA_1.0.gbk|-|JRKI01000063.1	78
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	175238	175709	AAOL_007686|_|GCA_000935125.1_SNA_1.0.gbk	GCA_000935125.1_SNA_1.0.gbk|-|JRKI01000063.1	78
IO40_RS0119000_elongation_factor_G	req	False	False	175748	177869	AAOL_007687|_|GCA_000935125.1_SNA_1.0.gbk	GCA_000935125.1_SNA_1.0.gbk|-|JRKI01000063.1	78
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4461491	4461863	AAEW_004044|_|GCA_000709915.1_JSD.gbk	GCA_000709915.1_JSD.gbk|-|KL503830.1	79
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4461865	4462336	AAEW_004045|_|GCA_000709915.1_JSD.gbk	GCA_000709915.1_JSD.gbk|-|KL503830.1	79
IO40_RS0119000_elongation_factor_G	req	False	False	4462375	4464502	AAEW_004046|_|GCA_000709915.1_JSD.gbk	GCA_000709915.1_JSD.gbk|-|KL503830.1	79
IO40_RS0119000_elongation_factor_G	req	False	False	6488840	6490889	AAEW_005790|_|GCA_000709915.1_JSD.gbk	GCA_000709915.1_JSD.gbk|-|KL503830.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	46653	48783	ABKY_000693|_|GCA_003367645.1_ASM336764v1.gbk	GCA_003367645.1_ASM336764v1.gbk|-|QEIK01000002.1	80
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	48821	49292	ABKY_000694|_|GCA_003367645.1_ASM336764v1.gbk	GCA_003367645.1_ASM336764v1.gbk|-|QEIK01000002.1	80
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	49294	49666	ABKY_000695|_|GCA_003367645.1_ASM336764v1.gbk	GCA_003367645.1_ASM336764v1.gbk|-|QEIK01000002.1	80
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	168509	168881	AETP_006870|_|GCA_033795305.1_ASM3379530v1.gbk	GCA_033795305.1_ASM3379530v1.gbk|-|JARBAE010000008.1	81
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	168883	169354	AETP_006871|_|GCA_033795305.1_ASM3379530v1.gbk	GCA_033795305.1_ASM3379530v1.gbk|-|JARBAE010000008.1	81
IO40_RS0119000_elongation_factor_G	req	False	False	169392	171519	AETP_006872|_|GCA_033795305.1_ASM3379530v1.gbk	GCA_033795305.1_ASM3379530v1.gbk|-|JARBAE010000008.1	81
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	138989	139361	AFHM_001539|_|GCA_036322265.1_ASM3632226v1.gbk	GCA_036322265.1_ASM3632226v1.gbk|-|JAQYXK010000337.1	82
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	139363	139834	AFHM_001540|_|GCA_036322265.1_ASM3632226v1.gbk	GCA_036322265.1_ASM3632226v1.gbk|-|JAQYXK010000337.1	82
IO40_RS0119000_elongation_factor_G	req	False	False	139873	142000	AFHM_001541|_|GCA_036322265.1_ASM3632226v1.gbk	GCA_036322265.1_ASM3632226v1.gbk|-|JAQYXK010000337.1	82
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4374561	4374933	ABKZ_003917|_|GCA_003369795.1_ASM336979v1.gbk	GCA_003369795.1_ASM336979v1.gbk|-|CP026730.1	83
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4374935	4375406	ABKZ_003918|_|GCA_003369795.1_ASM336979v1.gbk	GCA_003369795.1_ASM336979v1.gbk|-|CP026730.1	83
IO40_RS0119000_elongation_factor_G	req	False	False	4375445	4377572	ABKZ_003919|_|GCA_003369795.1_ASM336979v1.gbk	GCA_003369795.1_ASM336979v1.gbk|-|CP026730.1	83
IO40_RS0119000_elongation_factor_G	req	False	False	6491606	6493673	ABKZ_005797|_|GCA_003369795.1_ASM336979v1.gbk	GCA_003369795.1_ASM336979v1.gbk|-|CP026730.1	NA
