cblaster search
===============
GCA_000297155.3_ASM29715v3
==========================
CP029159.1
----------
Cluster 1, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  AFTO_000104  -         -         -          -         186669  187260  -     
intermediate  AFTO_000105  -         -         -          -         187297  187660  -     
intermediate  AFTO_000106  -         -         -          -         187697  188411  -     
intermediate  AFTO_000107  -         -         -          -         188424  189207  -     
intermediate  AFTO_000108  -         -         -          -         189582  192567  -     
intermediate  AFTO_000109  -         -         -          -         193070  193970  -     
intermediate  AFTO_000110  -         -         -          -         194329  195106  +     
intermediate  AFTO_000111  -         -         -          -         195114  196425  -     
intermediate  AFTO_000112  -         -         -          -         196421  198269  -     


GCA_040653035.1_ASM4065303v1
============================
JBEZNG010000014.1
-----------------
Cluster 29, score 14.0686:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  AHZW_005168  -         -         -          -         101169  101772  -     
intermediate  AHZW_005169  -         -         -          -         101862  103002  +     
intermediate  AHZW_005170  -         -         -          -         103145  103436  +     
intermediate  AHZW_005171  -         -         -          -         103689  105102  +     
intermediate  AHZW_005172  -         -         -          -         105098  106124  +     
intermediate  AHZW_005173  -         -         -          -         106120  106945  +     
intermediate  AHZW_005174  -         -         -          -         106941  108732  +     
intermediate  AHZW_005175  -         -         -          -         108728  109982  +     
intermediate  AHZW_005176  -         -         -          -         109971  110859  +     
intermediate  AHZW_005177  -         -         -          -         110858  112028  +     
intermediate  AHZW_005178  -         -         -          -         112070  113297  +     
intermediate  AHZW_005179  -         -         -          -         113293  115267  +     
intermediate  AHZW_005180  -         -         -          -         115266  116574  +     
intermediate  AHZW_005181  -         -         -          -         116753  118049  +     
intermediate  AHZW_005182  -         -         -          -         118366  119338  +     
intermediate  AHZW_005183  -         -         -          -         119334  119961  +     
intermediate  AHZW_005184  -         -         -          -         119957  120956  +     
intermediate  AHZW_005185  -         -         -          -         120952  122299  +     
intermediate  AHZW_005186  -         -         -          -         122295  122868  +     
intermediate  AHZW_005187  -         -         -          -         123090  124272  -     
intermediate  AHZW_005188  -         -         -          -         124296  125463  -     
CAA60468.1    AHZW_005189  78.3      97        1.79e-182  515       125497  126553  -     
CAA60467.1    AHZW_005190  80.8      100       4.15e-192  541       126619  127753  +     
CAA60459.1    AHZW_005191  61        67.3      0          7856      127840  152245  -     
CAA60461.1    AHZW_005192  72.2      98.6      0          2145      152250  156780  -     
CAA60459.1    AHZW_005193  67.8      71.5      0          8991      157010  180815  +     
intermediate  AHZW_005194  -         -         -          -         181022  183638  -     
intermediate  AHZW_005195  -         -         -          -         184177  184537  +     
intermediate  AHZW_005196  -         -         -          -         184533  185019  +     
intermediate  AHZW_005197  -         -         -          -         184865  186110  -     
intermediate  AHZW_005198  -         -         -          -         186109  187360  -     
intermediate  AHZW_005199  -         -         -          -         187362  188445  -     
intermediate  AHZW_005200  -         -         -          -         188775  190062  +     
intermediate  AHZW_005201  -         -         -          -         190295  190547  +     
CAA60461.1    AHZW_005202  28.5      67        3.51e-94   339       190540  193810  +     
intermediate  AHZW_005203  -         -         -          -         193806  194586  +     
CAA60461.1    AHZW_005204  34.6      31.6      4.46e-42   172       194671  196246  +     
CAA60461.1    AHZW_005205  27.5      27.8      1.19e-27   127       196310  197660  +     
intermediate  AHZW_005206  -         -         -          -         197583  199665  -     
intermediate  AHZW_005207  -         -         -          -         199737  201582  -     
intermediate  AHZW_005208  -         -         -          -         201637  202303  -     
intermediate  AHZW_005209  -         -         -          -         202338  204303  -     
intermediate  AHZW_005210  -         -         -          -         204331  205921  -     
intermediate  AHZW_005211  -         -         -          -         205917  206295  -     
intermediate  AHZW_005212  -         -         -          -         206619  207951  +     
intermediate  AHZW_005213  -         -         -          -         207943  209026  +     
intermediate  AHZW_005214  -         -         -          -         209075  210014  +     
intermediate  AHZW_005215  -         -         -          -         210010  210400  +     
intermediate  AHZW_005216  -         -         -          -         210396  211431  +     
intermediate  AHZW_005217  -         -         -          -         211417  212170  +     
intermediate  AHZW_005218  -         -         -          -         212216  212987  +     
intermediate  AHZW_005219  -         -         -          -         212996  213707  +     
intermediate  AHZW_005220  -         -         -          -         213767  214718  +     
intermediate  AHZW_005221  -         -         -          -         215059  215782  +     
intermediate  AHZW_005222  -         -         -          -         215826  216411  +     
intermediate  AHZW_005223  -         -         -          -         216612  217413  -     
intermediate  AHZW_005224  -         -         -          -         217424  218069  -     
intermediate  AHZW_005225  -         -         -          -         218569  218947  +     
intermediate  AHZW_005226  -         -         -          -         219026  220094  +     
intermediate  AHZW_005227  -         -         -          -         220107  220938  -     
intermediate  AHZW_005228  -         -         -          -         220951  221776  -     
intermediate  AHZW_005229  -         -         -          -         221948  222227  -     


GCA_041365895.1_ASM4136589v1
============================
JBGDLZ010000026.1
-----------------
Cluster 30, score 6.5468:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  AIXQ_006262  -         -         -          -         99233   99725   +     
intermediate  AIXQ_006263  -         -         -          -         99705   99894   +     
intermediate  AIXQ_006264  -         -         -          -         99893   100679  +     
intermediate  AIXQ_006265  -         -         -          -         100728  101484  +     
intermediate  AIXQ_006266  -         -         -          -         101477  102512  +     
intermediate  AIXQ_006267  -         -         -          -         102876  103725  -     
intermediate  AIXQ_006268  -         -         -          -         103717  105436  -     
intermediate  AIXQ_006269  -         -         -          -         105422  106406  -     
intermediate  AIXQ_006270  -         -         -          -         106425  107976  -     
intermediate  AIXQ_006271  -         -         -          -         108238  109261  +     
intermediate  AIXQ_006272  -         -         -          -         109402  110653  +     
intermediate  AIXQ_006273  -         -         -          -         111239  114155  +     
intermediate  AIXQ_006274  -         -         -          -         114177  114303  -     
intermediate  AIXQ_006275  -         -         -          -         114497  115280  +     
intermediate  AIXQ_006276  -         -         -          -         115293  116007  +     
intermediate  AIXQ_006277  -         -         -          -         116044  116407  +     
intermediate  AIXQ_006278  -         -         -          -         116444  117035  +     
intermediate  AIXQ_006279  -         -         -          -         117118  118099  +     
intermediate  AIXQ_006280  -         -         -          -         118100  118790  +     
intermediate  AIXQ_006281  -         -         -          -         118786  119812  +     
intermediate  AIXQ_006282  -         -         -          -         120023  121862  +     
intermediate  AIXQ_006283  -         -         -          -         121955  123137  -     
intermediate  AIXQ_006284  -         -         -          -         123259  124060  -     
CAA60461.1    AIXQ_006285  31.2      37.4      1.03e-56   225       124056  127317  -     
CAA60461.1    AIXQ_006286  35.9      68.1      3.33e-165  550       127412  132347  -     
intermediate  AIXQ_006287  -         -         -          -         132361  133099  -     
intermediate  AIXQ_006288  -         -         -          -         133095  133302  -     
intermediate  AIXQ_006289  -         -         -          -         133305  134325  -     
intermediate  AIXQ_006290  -         -         -          -         134339  135293  -     
intermediate  AIXQ_006291  -         -         -          -         135489  136638  -     
intermediate  AIXQ_006292  -         -         -          -         136845  138249  +     
intermediate  AIXQ_006293  -         -         -          -         138258  139644  +     
intermediate  AIXQ_006294  -         -         -          -         139673  140663  -     
intermediate  AIXQ_006295  -         -         -          -         140934  143676  +     
intermediate  AIXQ_006296  -         -         -          -         143744  144527  -     
intermediate  AIXQ_006297  -         -         -          -         144523  145690  -     
CAA60468.1    AIXQ_006298  92.3      100       3.14e-221  613       145720  146734  -     
CAA60467.1    AIXQ_006299  93.3      100       1.38e-221  614       146975  148007  +     
intermediate  AIXQ_006300  -         -         -          -         148082  149039  +     
intermediate  AIXQ_006301  -         -         -          -         149052  150267  +     
intermediate  AIXQ_006302  -         -         -          -         150263  150497  +     
intermediate  AIXQ_006303  -         -         -          -         150605  151229  -     
CAA60459.1    AIXQ_006304  69.7      25.5      0          3466      151304  159851  -     
